Waiting for logs. Press CTRL + C to stop
    "message_id": "2bac0776-bbd2-461a-b62d-649c20c98991",
    "payload": {
        "access_ip_v4": null,
        "access_ip_v6": null,
        "architecture": null,
        "audit_period_beginning": "2015-08-01T00:00:00.000000",
        "audit_period_ending": "2015-08-28T15:57:15.216584",
        "availability_zone": "nova",
        "bandwidth": {},
        "cell_name": "",
        "created_at": "2015-08-28 15:56:57",
        "deleted_at": "",
        "disk_gb": 0,
        "display_name": "testing-7a5f391f-3a8a-42d5-accd-17440e169d66",
        "ephemeral_gb": 0,
        "host": "node-2",
        "hostname": "testing-7a5f391f-3a8a-42d5-accd-17440e169d66",
        "image_meta": {
            "base_image_ref": "f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
            "container_format": "bare",
            "disk_format": "qcow2",
            "min_disk": "0",
            "min_ram": "64",
            "murano_image_info": "{\"title\": \"Murano Demo\", \"type\": \"cirros.demo\"}"
        },
        "image_ref_url": "http://172.16.0.2:9292/images/f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
        "instance_flavor_id": "2dd0b247-4a15-47c1-bcaa-527e1feb67bc",
        "instance_id": "7a5f391f-3a8a-42d5-accd-17440e169d66",
        "instance_type": "m1.micro",
        "instance_type_id": 6,
        "kernel_id": "",
        "launched_at": "",
        "memory_mb": 64,
        "metadata": {},
        "new_task_state": "spawning",
        "node": "node-2.domain.tld",
        "old_state": "building",
        "old_task_state": "spawning",
        "os_type": null,
        "progress": "",
        "ramdisk_id": "",
        "reservation_id": "r-kv6xctx5",
        "root_gb": 0,
        "state": "building",
        "state_description": "spawning",
        "tenant_id": "4ec7fd2ad8bc41c192019151a25a3a72",
        "terminated_at": "",
        "user_id": "8fe013c359294e0d9d9950efdb0a8434",
        "vcpus": 1
    },
    "priority": "INFO",
    "publisher_id": "conductor.node-1",
    "timestamp": "2015-08-28 15:57:15.347313"
}
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method task_log_get
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupported parsing of message with routing key compute.node-2
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_action
ERROR: Unsupproted parsing of conductor message with method object_action
{
    "_context_auth_token": "e73f460277ca4656bb38a78f14f50e4b",
    "_context_instance_lock_checked": false,
    "_context_is_admin": true,
    "_context_project_id": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_project_name": "admin",
    "_context_quota_class": null,
    "_context_read_deleted": "no",
    "_context_remote_address": "172.16.0.2",
    "_context_request_id": "req-9f9abcb2-1e74-4f90-9ad5-de92ecd1b8f3",
    "_context_roles": [
        "admin"
    ],
    "_context_service_catalog": [
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinder",
            "type": "volume"
        },
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinderv2",
            "type": "volumev2"
        }
    ],
    "_context_tenant": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_timestamp": "2015-08-28T15:56:56.336124",
    "_context_user": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_id": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_name": "admin",
    "_unique_id": "c4b3f57a129640bf991ad2e3e6dd51f0",
    "event_type": "compute.instance.update",
    "message_id": "3395b875-ad48-420a-9f04-129579f4c701",
    "payload": {
        "access_ip_v4": null,
        "access_ip_v6": null,
        "architecture": null,
        "audit_period_beginning": "2015-08-01T00:00:00.000000",
        "audit_period_ending": "2015-08-28T15:57:31.563888",
        "availability_zone": "nova",
        "bandwidth": {},
        "cell_name": "",
        "created_at": "2015-08-28 15:56:57",
        "deleted_at": "",
        "disk_gb": 0,
        "display_name": "testing-57c91f65-f278-44e2-b6d0-464f8fe292c5",
        "ephemeral_gb": 0,
        "host": "node-2",
        "hostname": "testing-57c91f65-f278-44e2-b6d0-464f8fe292c5",
        "image_meta": {
            "base_image_ref": "f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
            "container_format": "bare",
            "disk_format": "qcow2",
            "min_disk": "0",
            "min_ram": "64",
            "murano_image_info": "{\"title\": \"Murano Demo\", \"type\": \"cirros.demo\"}"
        },
        "image_ref_url": "http://172.16.0.2:9292/images/f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
        "instance_flavor_id": "2dd0b247-4a15-47c1-bcaa-527e1feb67bc",
        "instance_id": "57c91f65-f278-44e2-b6d0-464f8fe292c5",
        "instance_type": "m1.micro",
        "instance_type_id": 6,
        "kernel_id": "",
        "launched_at": "2015-08-28T15:57:34.000000",
        "memory_mb": 64,
        "metadata": {},
        "new_task_state": null,
        "node": "node-2.domain.tld",
        "old_state": "building",
        "old_task_state": "spawning",
        "os_type": null,
        "progress": "",
        "ramdisk_id": "",
        "reservation_id": "r-kv6xctx5",
        "root_gb": 0,
        "state": "active",
        "state_description": "",
        "tenant_id": "4ec7fd2ad8bc41c192019151a25a3a72",
        "terminated_at": "",
        "user_id": "8fe013c359294e0d9d9950efdb0a8434",
        "vcpus": 1
    },
    "priority": "INFO",
    "publisher_id": "None.node-1",
    "timestamp": "2015-08-28 15:57:32.010136"
}
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_action
ERROR: Unsupported parsing of message with routing key compute.node-2
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_action
ERROR: Unsupproted parsing of conductor message with method object_action
{
    "_context_auth_token": "e73f460277ca4656bb38a78f14f50e4b",
    "_context_instance_lock_checked": false,
    "_context_is_admin": true,
    "_context_project_id": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_project_name": "admin",
    "_context_quota_class": null,
    "_context_read_deleted": "no",
    "_context_remote_address": "172.16.0.2",
    "_context_request_id": "req-9f9abcb2-1e74-4f90-9ad5-de92ecd1b8f3",
    "_context_roles": [
        "admin"
    ],
    "_context_service_catalog": [
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinder",
            "type": "volume"
        },
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinderv2",
            "type": "volumev2"
        }
    ],
    "_context_tenant": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_timestamp": "2015-08-28T15:56:56.336124",
    "_context_user": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_id": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_name": "admin",
    "_unique_id": "88815e685b404fc196193b25db189671",
    "event_type": "compute.instance.update",
    "message_id": "5daeab3e-3694-470a-8561-f793995ce751",
    "payload": {
        "access_ip_v4": null,
        "access_ip_v6": null,
        "architecture": null,
        "audit_period_beginning": "2015-08-01T00:00:00.000000",
        "audit_period_ending": "2015-08-28T15:57:38.623990",
        "availability_zone": "nova",
        "bandwidth": {},
        "cell_name": "",
        "created_at": "2015-08-28 15:56:57",
        "deleted_at": "",
        "disk_gb": 0,
        "display_name": "testing-7a5f391f-3a8a-42d5-accd-17440e169d66",
        "ephemeral_gb": 0,
        "host": "node-2",
        "hostname": "testing-7a5f391f-3a8a-42d5-accd-17440e169d66",
        "image_meta": {
            "base_image_ref": "f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
            "container_format": "bare",
            "disk_format": "qcow2",
            "min_disk": "0",
            "min_ram": "64",
            "murano_image_info": "{\"title\": \"Murano Demo\", \"type\": \"cirros.demo\"}"
        },
        "image_ref_url": "http://172.16.0.2:9292/images/f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
        "instance_flavor_id": "2dd0b247-4a15-47c1-bcaa-527e1feb67bc",
        "instance_id": "7a5f391f-3a8a-42d5-accd-17440e169d66",
        "instance_type": "m1.micro",
        "instance_type_id": 6,
        "kernel_id": "",
        "launched_at": "2015-08-28T15:57:41.000000",
        "memory_mb": 64,
        "metadata": {},
        "new_task_state": null,
        "node": "node-2.domain.tld",
        "old_state": "building",
        "old_task_state": "spawning",
        "os_type": null,
        "progress": "",
        "ramdisk_id": "",
        "reservation_id": "r-kv6xctx5",
        "root_gb": 0,
        "state": "active",
        "state_description": "",
        "tenant_id": "4ec7fd2ad8bc41c192019151a25a3a72",
        "terminated_at": "",
        "user_id": "8fe013c359294e0d9d9950efdb0a8434",
        "vcpus": 1
    },
    "priority": "INFO",
    "publisher_id": "None.node-1",
    "timestamp": "2015-08-28 15:57:38.905555"
}
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method migration_get_in_progress_by_host_and_node
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method task_log_get
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method migration_get_in_progress_by_host_and_node
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method task_log_get
ERROR: Unsupproted parsing of conductor message with method aggregate_metadata_get_by_host
ERROR: Unsupproted parsing of conductor message with method get_ec2_ids
ERROR: Unsupproted parsing of conductor message with method aggregate_metadata_get_by_host
ERROR: Unsupproted parsing of conductor message with method get_ec2_ids
ERROR: Unsupproted parsing of conductor message with method aggregate_metadata_get_by_host
ERROR: Unsupproted parsing of conductor message with method get_ec2_ids
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_class_action
